event_name,group_name,attendees,venue_event_link,event_state,event_city,event_street,Google_Map_Link,event_lat,event_lng,address,region_id
Eagle Rock Reservation,Let's Walk!!,5,https://www.meetup.com/Lets-WalkProgram/events/275255298,NJ,West Orange,Prospect & Eagle Rock Ave,https://www.google.com/maps/search/api=1&query=40.802940%2C-74.247757,40.786867,-74.23184499999998,"Prospect & Eagle Rock Ave,West Orange,NJ",242
Sunday Tennis At Tiger,Tennis Buffs Meetup Group,1,https://www.meetup.com/tennis-354/events/275784079,NJ,West Caldwell,42 Fairfield Place,https://www.google.com/maps/search/api=1&query=42+Fairfield+Place%2C+West+Caldwell%2C+NJ%2C+07006%2C+us,40.867304,-74.292023,"42 Fairfield Place,West Caldwell,NJ",241
Virtual Hiring Event,Bergen Community College Education and Events,1,https://www.meetup.com/Bergen-Community-College-Education-and-Events/events/275611670,NJ,Paramus,400 Paramus Rd,https://www.google.com/maps/search/api=1&query=Bergen+Community+College%2C+400+Paramus+Rd%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJZwh91yL7wokRGaHKfmSoAqs,40.9177891,-74.0725437,"400 Paramus Rd,Paramus,NJ",236
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",5,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave,Teaneck,NJ",238
Lets meet some wolves ,A little bit of this and a little of that,26,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road,Columbia,NJ",226
Harmony Celebration Chorus Rehearsal,Harmony Celebration Chorus,2,https://www.meetup.com/HarmonyCelebrationChorus/events/275740867,NJ,Ridgewood,475 Grove Street,https://www.google.com/maps/search/api=1&query=40.968361%2C-74.108078,40.97966829999999,-74.1194403,"475 Grove Street,Ridgewood,NJ",237
"Tuesdays are our regularly scheduled rehearsals, guests are welcome.",Dapper Dans of Harmony,2,https://www.meetup.com/Dapper-Dans-of-Harmony/events/275734985,NJ,Caldwell,326 Bloomfield Ave,https://www.google.com/maps/search/api=1&query=326+Bloomfield+Ave%2C+Caldwell%2C+NJ%2C+us,40.8338301,-74.27274940000002,"326 Bloomfield Ave,Caldwell,NJ",224
Fridays at Clifton City Tavern Mexican Cantina ,North Jersey Karaoke Klub,1,https://www.meetup.com/North-Jersey-Karaoke-Klub/events/275790160,NJ,Clifton,709 Van Houten Ave,https://www.google.com/maps/search/api=1&query=40.859829%2C-74.151382,40.869398,-74.168913,"709 Van Houten Ave,Clifton,NJ",225
Raise Funds & Spirits! Lincoln Day Dinner 2021,Dennis Prager Fan Club,1,https://www.meetup.com/dennis-prager-fan-club/events/275773533,NJ,Fairfield,118 US-46,https://www.google.com/maps/search/api=1&query=40.869053%2C-74.307460,40.2050878,-74.2135004,"118 US-46,Fairfield,NJ",229
Free Poker Thursday- Blvd Bar & Grill - $25 Gift Certificate & More!,WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275779318,NJ,Elmwood Park,401 Boulevard,https://www.google.com/maps/search/api=1&query=40.904423%2C-74.118065,40.914049,-74.1244709,"401 Boulevard,Elmwood Park,NJ",227
Meditation/book reading/discussion ,New Jersey Center for Inquiry into Spiritual Awakening,1,https://www.meetup.com/Center-for-Inquiry-into-Awakening-New-Jersey/events/275787186,NJ,Upper Montclair,Bellevue avenue,https://www.google.com/maps/search/api=1&query=Bellevue+avenue%2C+Upper+Montclair%2C+NJ%2C+us,40.841337,-74.209114,"Bellevue avenue,Upper Montclair,NJ",240
Conversemos (Let's Talk),The Ethical Culture Society of Bergen County,5,https://www.meetup.com/EthicalFocus/events/275399209,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888090%2C-74.026240,40.8976,-74.01597,"687 Larch Ave,Teaneck,NJ",238
2021 MEDIUMSHIP TRAINING PROGRAM - YEAR 1 COURSE (see dates in description),Inner Spiritual Center Meetup,1,https://www.meetup.com/Inner-Spiritual-Center-Meetup/events/271847355,NJ,Fairfield,333A Route 46 West Suite 255,https://www.google.com/maps/search/api=1&query=40.880180%2C-74.296135,40.879828,-74.29535,"333A Route 46 West Suite 255,Fairfield,NJ",229
Daytime Ballroom Social,The New York Ballroom Dance Meetup,1,https://www.meetup.com/ny-ballroom-dance/events/275726732,NJ,Nutley,7 High St,https://www.google.com/maps/search/api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,40.8223223,-74.15986629999998,"7 High St,Nutley,NJ",235
Tango Lessons first 2 Free! with Jon Tariq's available for Tango lesson in NJ,Tango Date NYC,1,https://www.meetup.com/Tango-Date-NYC/events/275748706,NJ,Paramus,54 S Farview Ave,https://www.google.com/maps/search/api=1&query=Paramus+Fire+Dept+Company+4%2C+54+S+Farview+Ave%2C+Paramus%2C+NJ%2C+07652%2C+us&query_place_id=ChIJkXs371H6wokRqjgKf_KmGGk,40.916282,-74.069991,"54 S Farview Ave,Paramus,NJ",236
Disney Pin Trading at Paramus Park Mall!!!,North Jersey Disney Pin Traders,1,https://www.meetup.com/North-Jersey-Disney-Pin-Traders/events/275794699,NJ,Paramus,between Rt 17 North and from road.(Just of the GSP),https://www.google.com/maps/search/api=1&query=between+Rt+17+North+and+from+road.%28Just+of+the+GSP%29%2C+Paramus%2C+NJ%2C+us,40.957982,-74.074625,"between Rt 17 North and from road.(Just of the GSP),Paramus,NJ",236
Looking to Grow via Referrals,BNI Achieving Advantage,1,https://www.meetup.com/BNI-Achieving-Advantage/events/275744895,NJ,Hackensack,515 Essex St,https://www.google.com/maps/search/api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M,40.7322898,-74.11718990000001,"515 Essex St,Hackensack,NJ",230
Career Transition - Finding the Next Career!,Financial Freedom and Careers to Create Wealth,1,https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275757852,NJ,Fairfield,55 Lane Rd,https://www.google.com/maps/search/api=1&query=40.894669%2C-74.277260,40.2050878,-74.2135004,"55 Lane Rd,Fairfield,NJ",229
Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,1,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275745091,NJ,Maywood,92 West Pleasant Avenue,https://www.google.com/maps/search/api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us,40.905291,-74.06370600000002,"92 West Pleasant Avenue,Maywood,NJ",233
skunkworks v2,"Fair Lawn - Fun, Networking, Startup, & Education",1,https://www.meetup.com/Fair-Lawn-Fun-Networking-Startup-Education/events/275705565,NJ,Fair Lawn,25 Promenade Blvd,https://www.google.com/maps/search/api=1&query=25+Promenade+Blvd%2C+Fair+Lawn%2C+nj%2C+07410%2C+us,40.925782,-73.964219,"25 Promenade Blvd,Fair Lawn,NJ",228
La tourette to highrock and Moses mountain  ,Staten Island Hiking Meetup,11,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275673141,NY,Staten Island,1001 Richmond Hill Rd,https://www.google.com/maps/search/api=1&query=40.575620%2C-74.147260,40.5834557,-74.14960479999998,"1001 Richmond Hill Rd,Staten Island,NY",81
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275756314,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"14 Rector Street,Newark,NJ",79
Brooklyn Bridge & Brooklyn Promenade Walk,Shorewalkers,22,https://www.meetup.com/shorewalkers-members-only/events/275776633,NY,New York,55 Church St,https://www.google.com/maps/search/api=1&query=Millennium+Hilton+New+York+Downtown%2C+55+Church+St%2C+New+York%2C+NY%2C+10007%2C+us&query_place_id=ChIJh-L3uxlawokRDwLmkKwLIvY,40.7127281,-74.0060152,"55 Church St,New York,NY",78
Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,9,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",74
Watchung reservation Historic village walk,Trail Shrinks,27,https://www.meetup.com/trailshrinks/events/275793087,NJ,Mountainside,New Providence Road,https://www.google.com/maps/search/api=1&query=40.675438%2C-74.363270,40.67198610000001,-74.3579491,"New Providence Road,Mountainside,NJ",77
Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,3,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=40.747830%2C-74.030460,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",74
Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",1,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us,40.709686,-74.011674,"Your Guide will meet you when you get out from the train at Poughkeepsie,New York,NY",78
Midtown Murder Mystery Scavenger History Hunt,SINGLES TRAVEL AND ADVENTURE!,1,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275554958,NY,New York,Broadway Entrance at 34th/35th,https://www.google.com/maps/search/api=1&query=Broadway+Entrance+at+34th%2F35th%2C+New+York%2C+NY%2C+us,40.85797700000001,-73.930904,"Broadway Entrance at 34th/35th,New York,NY",78
Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,NJ,Union,1000 Morris Ave,https://www.google.com/maps/search/api=1&query=40.678790%2C-74.232350,40.6839649,-74.2380355,"1000 Morris Ave,Union,NJ",82
ONLINE WEBINAR - How to Implement an Atlassian Jira Align Governance Framework,Big Apple (New York) Scaled Agile Framework (SAFe) Meetup,8,https://www.meetup.com/Big-Apple-Scaled-Agile-Framework-SAFe-Meetup/events/275749387,NY,New York,Online Webinar - See Below for Registration Details,https://www.google.com/maps/search/api=1&query=Online+Webinar+-+See+Below+for+Registration+Details%2C+New+York%2C+NY%2C+us,43.072243,-77.670586,"Online Webinar - See Below for Registration Details,New York,NY",78
Bayonne Book Club Meetup - Bad Monkey by Carl Hiaasen,Bayonne Book Club - The Life I Left Behind by Colette McBeth,1,https://www.meetup.com/Bayonne-Book-Club/events/275758392,NJ,Bayonne,1075 Broadway,https://www.google.com/maps/search/api=1&query=1075+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us,40.6667697,-74.1154202,"1075 Broadway,Bayonne,NJ",70
MLK Day Winter Arts & Crafts/Painting Class With Luna De Papel,JCFamilies,4,https://www.meetup.com/JCFamilies/events/275705285,NJ,Jersey City,321 Communipaw Ave,https://www.google.com/maps/search/api=1&query=Luna+de+Papel%2C+321+Communipaw+Ave%2C+Jersey+City%2C+NJ%2C+07304%2C+us&query_place_id=ChIJIzAHu8NQwokRzEEiRgAEyiQ,40.710397,-74.06132099999998,"321 Communipaw Ave,Jersey City,NJ",75
West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,NJ,West Orange,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St,West Orange,NJ",84
Prenatal Yoga and Meditation,West Orange Pregnancy Meetup,1,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,NJ,West Orange,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St,West Orange,NJ",84
Singalong and Story Time for Kids,Family fun in Brooklyn,1,https://www.meetup.com/Family-fun-in-Brooklyn/events/275769551,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823,"695 5th Ave,Brooklyn,NY",71
Storytime at Columbus Library,Midtown Mamas,0,https://www.meetup.com/Midtown-Mamas/events/275726908,NY,New York,742 10th Ave (between 50 and 51 Sts.,https://www.google.com/maps/search/api=1&query=742+10th+Ave+%28between+50+and+51+Sts.%2C+New+York%2C+NY%2C+us,40.76668400000001,-73.996493,"742 10th Ave (between 50 and 51 Sts.,New York,NY",78
Annual MLK Day Reflection Hike,HIKEOLUTION,22,https://www.meetup.com/HIKEOLUTION/events/275723348,NJ,Maplewood,64 Cherry Ln,https://www.google.com/maps/search/api=1&query=40.755500%2C-74.291405,40.731729,-74.24565799999998,"64 Cherry Ln,Maplewood,NJ",76
1 Private Introductory Session (40 min) + 1 Trial online class for $25,BodynBrain Yoga & Taichi in BayRidge,2,https://www.meetup.com/bodynbrain-bayridge/events/275692554,NY,Brooklyn,8206 3rd Ave,https://www.google.com/maps/search/api=1&query=40.626270%2C-74.030197,40.6501038,-73.9495823,"8206 3rd Ave,Brooklyn,NY",71
ONLINE Lunchtime Meditation ,Meditation in Maplewood and Millburn,1,https://www.meetup.com/Dharmachakra-Buddhist-Center/events/275790380,NJ,Vauxhall,2933 Vauxhall Road,https://www.google.com/maps/search/api=1&query=40.720901%2C-74.288803,40.73149,-74.28293000000002,"2933 Vauxhall Road,Vauxhall,NJ",83
New York Buddha Dharma ,Buddhist Events New York,2,https://www.meetup.com/BuddhistEventsNewYork/events/275669400,NY,New York,"64 Fulton Street, Suite, 400, press 4 on the buzzer",https://www.google.com/maps/search/api=1&query=40.712784%2C-74.005943,40.730562,-73.990635,"64 Fulton Street, Suite, 400, press 4 on the buzzer,New York,NY",78
Meditation for Beginners - Free Webinar & Online offerings,Inner Engineering New York (Isha Yoga & Meditation Classes),2,https://www.meetup.com/Inner-Engineering-New-York-Isha-Yoga-Meditation-Classes/events/275796627,NY,New York,..,https://www.google.com/maps/search/api=1&query=..%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152,"..,New York,NY",78
Open play soccer,Staten Island SportsPlex,1,https://www.meetup.com/Staten-Island-SportsPlex/events/275738661,NY,Staten Island,215 Schmidts Ln.,https://www.google.com/maps/search/api=1&query=215+Schmidts+Ln.%2C+Staten+Island%2C+NY%2C+us,40.608971,-74.119019,"215 Schmidts Ln.,Staten Island,NY",81
Pick-Up Soccer,Staten Island FC,1,https://www.meetup.com/meetup-group-omrxaotc/events/275692537,NE,Staten Island,New Dorp Lane,https://www.google.com/maps/search/api=1&query=40.568990%2C-74.100620,40.5698282,-74.10864980000002,"New Dorp Lane,Staten Island,NE",81
Winter pool session,New York Kayak Polo,7,https://www.meetup.com/NYkayakpolo/events/275524265,NJ,Jersey City,870 Montgomery St,https://www.google.com/maps/search/api=1&query=40.727726%2C-74.073105,40.726563,-74.070814,"870 Montgomery St,Jersey City,NJ",75
Hoopdance Open Level,Cranford NJ  Hoop dance for fun and fitness,1,https://www.meetup.com/Cranford-NJ-Hoop-dance-exercise-class-for-fun-and-fitness/events/275756225,NJ,Cranford,29 Alden Street ,https://www.google.com/maps/search/api=1&query=40.656704%2C-74.304276,40.6572982,-74.30487959999998,"29 Alden Street ,Cranford,NJ",73
Tuesday Morning LSP Run,Jersey City Runners,3,https://www.meetup.com/jcrunners/events/275722746,NJ,Jersey City,426 Jersey Ave,https://www.google.com/maps/search/api=1&query=40.716812%2C-74.048752,40.7281575,-74.0776417,"426 Jersey Ave,Jersey City,NJ",75
Intermediate  belly dance class  with Sharon,Sharon Fit Belly Dance & Group Fitness Studio,1,https://www.meetup.com/Sharon-Fit-Belly-Dance-Group-Fitness-Classes/events/275758368,NJ,Cranford,29 Alden Street ,https://www.google.com/maps/search/api=1&query=29+Alden+Street+%2C+Cranford%2C+NJ%2C+07016%2C+us,40.6572982,-74.30487959999998,"29 Alden Street ,Cranford,NJ",73
FREE GAME Indoor 5v5 @Socceroof (use promo code ROOF12/ first timers only),JUST PLAY Pickup Soccer in New York,8,https://www.meetup.com/just-play-soccer/events/275768650,NY,Brooklyn,14b 53rd St 3rd floor,https://www.google.com/maps/search/api=1&query=40.650227%2C-74.023570,40.713944,-73.967876,"14b 53rd St 3rd floor,Brooklyn,NY",71
SYSTEM OF COMBAT NJ  every Monday & Friday 7:00 PM,"SYSTEM OF COMBAT, NJ - EXTREME POWER - SIMPLE MOVEMENT",1,https://www.meetup.com/NJ-RMA-Self-Defence-Group/events/275795951,NJ,Union,501 Green Ln,https://www.google.com/maps/search/api=1&query=YM-YWHA+of+Union+County%2C+501+Green+Ln%2C+Union%2C+NJ%2C+07083%2C+us&query_place_id=ChIJ3U9r52Gtw4kRybHFeNFvkv4,40.6976019,-74.26320240000003,"501 Green Ln,Union,NJ",82
Monday NIght Introduction to Kokikai Aikido,Aikido Kokikai NYC,1,https://www.meetup.com/Aikido-Kokikai-NYC/events/275715160,NY,New York,250 Front St,https://www.google.com/maps/search/api=1&query=250+Front+St%2C+250+Front+St%2C+New+York%2C+NY%2C+10038%2C+us&query_place_id=ChIJ1cx3UyNawokRCl-NaaDqx-U,40.707979,-74.001449,"250 Front St,New York,NY",78
Evening Tennis,Evening Tennis,0,https://www.meetup.com/Evening-Tennis/events/275568268,NY,New York,92 Hudson River Greenway,https://www.google.com/maps/search/api=1&query=40.728817%2C-74.012199,40.7476908,-74.0080082,"92 Hudson River Greenway,New York,NY",78
ZOOM EVENT: WHY ARE SOME PEOPLE CRUEL,Cafe Philo New York,5,https://www.meetup.com/New-York-Cafe-Philo/events/275622033,NY,New York,10 South William St,https://www.google.com/maps/search/api=1&query=40.704727%2C-74.010640,40.704804,-74.01039399999998,"10 South William St,New York,NY",78
"weekly astronomy / physics, see details section for RSVP info, sometimes cancels","#""AAA.org & Darwin fans!"" Astronomy, Evolution, Science, NYC",3,https://www.meetup.com/NYC-Evolution-Meetup/events/275687387,NY,New York,link in description of event,https://www.google.com/maps/search/api=1&query=40.712784%2C-74.005943,40.799948,-73.95119,"link in description of event,New York,NY",78
Lets meet some wolves ,A little bit of this and a little of that,26,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road,Columbia,NJ",72
Write-In!,Staten Island Writers,1,https://www.meetup.com/StatenIsland-Writers/events/275733509,NY,Staten Island,2655 Richmond Ave Suite 1590,https://www.google.com/maps/search/api=1&query=Barnes+%26+Noble%2C+2655+Richmond+Ave+Suite+1590%2C+Staten+Island%2C+NY%2C+10314%2C+us&query_place_id=ChIJCUcr0WRMwokRhT01xPEZBTo,40.5827357,-74.165911,"2655 Richmond Ave Suite 1590,Staten Island,NY",81
"Dismantle Patriarchy Art Contest for Students, deadline 2/28/21",Radical Feminist Activists,1,https://www.meetup.com/RadFemActivists/events/274910866,NY,New York,New York,https://www.google.com/maps/search/api=1&query=New+York%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152,"New York,New York,NY",78
LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275240329,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.730753,-74.2826,"600 Ridgewood Rd,Maplewood,NJ",76
Pride Bowling Night,Staten Island LGBTQ Pride Bowling Meetup,1,https://www.meetup.com/Staten-Island-LGBTQ-Pride-Bowling-Meetup/events/275337667,NY,Staten Island,1600 Hylan Boulevard,https://www.google.com/maps/search/api=1&query=1600+Hylan+Boulevard%2C+Staten+Island%2C+NY%2C+us,40.589605,-74.089378,"1600 Hylan Boulevard,Staten Island,NY",81
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,4,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,42.81143,-76.879806,"Virtual Online Meeting,New York,NY",78
Mnemophrenia by Eirini Konstantinidou,Oddball Cinema,4,https://www.meetup.com/Oddball-Cinema/events/274644312,NY,New York,250 Greenwich St Floor 46,https://www.google.com/maps/search/api=1&query=40.713417%2C-74.011930,40.7134054,-74.012074,"250 Greenwich St Floor 46,New York,NY",78
Shamanic Healing Support Group / Circle,Shamanic Healing Support Circle,1,https://www.meetup.com/Shamanic-Healing-Support-Circle/events/275778195,NY,Brooklyn,3rd Ave,https://www.google.com/maps/search/api=1&query=40.651207%2C-74.011192,40.686018,-73.9802323,"3rd Ave,Brooklyn,NY",71
Tuesday Evening Bible Study (Newport),Bible Study on Deeper Questions,1,https://www.meetup.com/ChristianityOriginal/events/275735701,NJ,Jersey City,535 Washington Blvd. ,https://www.google.com/maps/search/api=1&query=40.727287%2C-74.034660,40.730651,-74.034539,"535 Washington Blvd. ,Jersey City,NJ",75
Weekly Weds Figure Drawing- 1/5/10/20 minute poses!,Jersey City Artists,2,https://www.meetup.com/Jersey-City-Artists/events/275733289,NJ,Jersey City,29 McWilliams Pl.,https://www.google.com/maps/search/api=1&query=29+McWilliams+Pl.%2C+Jersey+City%2C+NJ%2C+us,40.72762700000001,-74.044072,"29 McWilliams Pl.,Jersey City,NJ",75
FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,https://www.meetup.com/jerseycityballroom/events/275779840,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/api=1&query=40.726357%2C-74.050415,40.723147,-74.042526,"189 Brunswick St, 3rd Floor,Jersey City,NJ",75
In person Sensual Bachata ,"Bachata in TRI-STATE AREA (LI, NJ, NY, CT)",1,https://www.meetup.com/NYC-Bachata-Meet-Up-Bachata-New-York-City/events/275793305,NJ,Hoboken,300 Observer Hwy,https://www.google.com/maps/search/api=1&query=40.736469%2C-74.035339,40.736194,-74.035038,"300 Observer Hwy,Hoboken,NJ",74
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,2,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,NJ,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,40.6521283,-74.13546219999998,"185 John F. Kennedy Blvd,Bayonne,NJ",70
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,6,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229619,NJ,Union,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave,Union,NJ",82
[ONLINE] Topics TBD; Presidential transition; Union@Google.com,Current Events Coffee - NYC,14,https://www.meetup.com/Current-Events-Coffee/events/275393093,NY,New York,Internet,https://www.google.com/maps/search/api=1&query=40.699646%2C-74.041466,42.7454364,-73.7592017,"Internet,New York,NY",78
Sip.Create.SingYourHeartOut,Sip & Socialize,24,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,NJ,Rahway,IRVING ST,https://www.google.com/maps/search/api=1&query=IRVING+ST%2C+Rahway%2C+NJ%2C+us,40.6127726,-74.2771645,"IRVING ST,Rahway,NJ",80
"Winter Hike Series: Hudson River Greenway, Battery Park to Riverside Park ",PLACES NYC,53,https://www.meetup.com/placesnyc/events/275538899,NY,New York,Hudson River Greenway,https://www.google.com/maps/search/api=1&query=40.711903%2C-74.014694,40.7861275,-73.9846061,"Hudson River Greenway,New York,NY",78
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",4,https://www.meetup.com/jerseychess/events/275648165,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St,Hoboken,NJ",74
UNDERGROUND NEW YORK CITY  (Private Group Tour),"The New York City Social Group (20,000+ members!)",5,https://www.meetup.com/NYC-Social/events/268950829,NY,New York,38 Park Row #4,https://www.google.com/maps/search/api=1&query=40.711586%2C-74.006680,40.7116774,-74.0065372,"38 Park Row #4,New York,NY",78
"Come Dance With Lynn Country Dancing at the Am. Legion, Millville, NJ is on HOLD",Millville Line Dancing Meetup,2,https://www.meetup.com/Millville-Line-Dancing-Meetup/events/275779306,NJ,Millville,220 Buck St,https://www.google.com/maps/search/api=1&query=39.398376%2C-75.040581,39.397492,-75.039813,"220 Buck St,Millville,NJ",309
SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872900%2C-74.089140,40.8589384,-74.1110604,"460 Passaic Avenue,Lodi,NJ",30
Nitrox Diver Course,NJ Warren Scuba Group,1,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872580%2C-74.089320,40.8589384,-74.1110604,"460 Passaic Avenue,Lodi,NJ",30
Eagle Rock Reservation bring a newbie beginner 4-5 miles,Trail Shrinks,24,https://www.meetup.com/trailshrinks/events/275798719,NJ,West Orange,Crest Dr,https://www.google.com/maps/search/api=1&query=40.810840%2C-74.234490,40.80339420000001,-74.2382416,"Crest Dr,West Orange,NJ",44
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275756314,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"14 Rector Street,Newark,NJ",34
West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,NJ,West Orange,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St,West Orange,NJ",44
Prenatal Yoga and Meditation,West Orange Pregnancy Meetup,1,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,NJ,West Orange,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St,West Orange,NJ",44
